Title,Price($),Address,Date Posted,Building Type,Bedrooms,Bathrooms,Utilities,Wi-Fi and More,Parking Included,Agreement Type,Move-In Date,Pet Friendly,Size (sqft),Furnished,Air Conditioning,Personal Outdoor Space,Smoking Permitted,Appliances,Amenities,Description,Visit Counter,url
Bright corner bedroom with amazing lake views,1260,"Toronto, ON M5V 0J9",2024-03-12 21:00:41,,,,,,,,,No,,Yes,,,,,,Unit: 1 Fully Furnished Bedroom for rent in a 3 bedroom 2 bath condo. Great top-floor views! (Roommate Search),6 visits,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/bright-corner-bedroom-with-amazing-lake-views/1688035673
FULLY Furnished amazing downtown Toronto studio,2200,"Toronto, ON M5B 1L4",2024-03-12 21:00:35,Condo,Bachelor/Studio,1,"Hydro_Yes,Heat_Yes,Water_Yes",Internet,0,1 Year,"May 1, 2024",Limited,360,Yes,Yes,Balcony,No,"Laundry (In Unit), Dishwasher, Fridge / Freezer","Gym, Pool, Concierge, 24 Hour Security, Bicycle Parking, Elevator in Building",Amazing centrally located in downtown Toronto: Well maintained FULLY furnished all inclusive studio!,92 visits,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/fully-furnished-amazing-downtown-toronto-studio/1687184248
Condo/ Apartment rentals from $1800,1800,"Toronto, ON M5V 0J9",2024-03-12 21:00:34,Condo,1,1,"Hydro_No,Heat_Yes,Water_Yes",Not Included,1,1 Year,"February 14, 2024",Limited,800,No,Yes,YardBalcony,Outdoors only,"Laundry (In Unit), Laundry (In Building), Dishwasher, Fridge / Freezer","Gym, Pool, Concierge, 24 Hour Security, Bicycle Parking, Storage Space, Elevator in Building",For more information GO TO --->,749 visits,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/condo-apartment-rentals-from-1800/1685300643
Private Room Rental,1675,"King St W, Toronto, ON M6K 3N1",2024-03-12 21:00:34,,,,,,,,,No,,No,,,,,,"Renting a spacious private room with a walk-in closet.
This is a shared space, which includes a shared bathroom, living room, kitchen, and balcony.
Tenants will have access to amenities which include a gym, library, and a party room.
This apartment is located in liberty village area which is close to many shops, restaurants, and bars.
The King streetcar route is outside of the condo and 15 minutes from the King subway station.",90 visits,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/private-room-rental/1682724859
Eglinton west  subway station nice bedroom,850,"Livingstone Ave, York, ON M6E",2024-03-12 20:59:25,,,,,,,,,No,,Yes,,,,,,"Walking to Eglinton subway station , 10 minutes to downtown Toronto . University of Toronto . 5 minutes to YORKDALE MALL , 20 minutes to YORK UNIVERSITY, One basement for $850 , one top floor for $950 . Great Friendly landlord and neighbors . Each Private room for 1 Single guy only , sorry no 2 people share, no couples , no pets , no smoker , clean and nice people are welcome. Student welcome, no parking . please kindly tell me your job and phone number, I’ll get back to you as soon as I can thanks!",2 visits,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/eglinton-west-subway-station-nice-bedroom/1688035558
A room for renting,1750,"99 John St, Toronto, ON M5V 0S6",2024-03-12 20:58:47,Condo,3,2,"Hydro_Yes,Heat_Yes,Water_No",Internet,0,1 Year,"April 1, 2024",No,"1,241",No,Yes,Not Included,No,Laundry (In Unit),"Gym, Pool, Concierge, 24 Hour Security, Bicycle Parking, Storage Space, Elevator in Building","One room is available from Apr,01 . It is very convenient in downtown Toronto. High floor with stunning view. The hydro &heating&gas fee are included. Please contact Nicole at 6475181906. (Short term is available)",2 visits,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/a-room-for-renting/1688035496
Seneca college nice bedroom in north York,780,"667 Seneca Hill Dr, North York, ON M2J 2W7",2024-03-12 20:57:59,,,,,,,,,No,,Yes,,,,,,"One minute to Seneca college, finch bus stops ,supermarket, td bank everything. 4 big parks surrounding, best friendly safe community . One room in the basement is $780,another one is on the 2nd floor bedroom $1300 ,new hardwood floors ,KING size bed ! nice room with closet Very friendly landlord, Wi-Fi everything included. Won’t last long . For one single person only .",2 visits,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/seneca-college-nice-bedroom-in-north-york/1688035423
Davisville Village Apartments - 2 Bdrm available at 111 Davisvil,2975,"111 Davisville Avenue, Toronto, ON, M4S 2Y9",2024-03-12 20:57:45,Apartment,2,1,,Not Included,0,1 Year,,No,Not Available,No,No,Not Included,No,,,Visit our Website: https://www.rpmsi.ca/property/davisville-village-apartments-111-davisville/,,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/davisville-village-apartments-2-bdrm-available-at-111-davisvil/1684053324
Davisville Village Apartments - 1 Bdrm available at 111 Davisvil,2200,"111 Davisville Avenue, Toronto, ON, M4S 2Y9",2024-03-12 20:57:45,Apartment,1,1,,Not Included,0,1 Year,,No,Not Available,No,No,Not Included,No,,,Visit our Website: https://www.rpmsi.ca/property/davisville-village-apartments-111-davisville/,,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/davisville-village-apartments-1-bdrm-available-at-111-davisvil/1681242987
Davisville Village Apartments - Bachelor available at 111 Davisv,1790,"111 Davisville Avenue, Toronto, ON, M4S 2Y9",2024-03-12 20:57:44,Apartment,Bachelor/Studio,1,,Not Included,0,1 Year,,No,Not Available,No,No,Not Included,No,,,Visit our Website: https://www.rpmsi.ca/property/davisville-village-apartments-111-davisville/,,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/davisville-village-apartments-bachelor-available-at-111-davisv/1669327539
3 Bedroom Apartment- North York Don Valley Parkway Brookbanks Dr,3125,"5 and 15 Brookbanks Drive, Toronto, ON, M3A 3R9",2024-02-20 00:29:12,Apartment,3,1.5,"Hydro_No,Heat_Yes,Water_Yes",Not Included,0,1 Year,,Yes,Not Available,No,No,Balcony,No,"Laundry (In Building), Fridge / Freezer",Elevator in Building,"Realstar's Brookbanks Apartments are well-appointed apartment rental buildings conveniently located at the Don Valley Parkway and Brookbanks Drive. These apartments for rent are in the heart of North York making commuting and running errands easy. Take advantage of the many walking trails in the area, or enjoy sipping coffee from your large balcony taking in the view of beautiful Donalda Park. This vibrant North York neighbourhood will fulfill your every need.",,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/3-bedroom-apartment-north-york-don-valley-parkway-brookbanks-dr/1667146309
600 Kingston Road - Kingston Estates Apartment for Rent,2279,"600 Kingston Road, Toronto, ON, M4E 1R1",2024-02-24 22:48:01,Apartment,1,1,,Not Included,0,1 Year,,Yes,706,No,No,Not Included,No,Fridge / Freezer,Elevator in Building,"Welcome to life in the Upper Beaches neighbourhood. Your rental community at Kingston Estates is conveniently surrounded by a wide selection of shopping, dining and recreational options. Your new home is steps away from The Big Carrot Beach Community Market, you can walk your dog in the wooded ravine trails of Glen Stewart Park, and there are schools, pre-schools and a community center within walking distance. The fun and sun of The Beaches and The Boardwalk along Lake Ontario are less than 10 minutes away by bicycle or car. The TTC stops just steps from your door – so all of Toronto is easily accessible and the nearby Danforth GO station makes commuting a breeze.Your modern and spacious rental apartment features an upgraded kitchen with granite countertops, new appliances, and ceramic floors. Laundry facilities are conveniently located on-site and storage lockers will help you cut down on clutter. Experience the peace of mind of monitored security cameras and a friendly on-site management team – there to deal with any maintenance issues in the building or in your suite. Never hunt for a parking spot – there is dedicated visitor parking for your guests and assigned parking available for you. Kingston Estates is a Certified Rental Building.Your new life is waiting for you at Kingston Estates (600 Kingston Road). Don't keep it waiting for too long! nullBuilding OverivewWelcome to life in the Upper Beaches neighbourhood. Your rental community at Kingston Estates is conveniently surrounded by a wide selection of shopping, dining and recreational options. Your new home is steps away from The Big Carrot Beach Community Market, you can walk your dog in the wooded ravine trails of Glen Stewart Park, and there are schools, pre-schools and a community center within walking distance. The fun and sun of The Beaches and The Boardwalk along Lake Ontario are less than 10 minutes away by bicycle or car. The TTC stops just steps from your door – so all of Toronto is easily accessible and the nearby Danforth GO station makes commuting a breeze.Your modern and spacious rental apartment features an upgraded kitchen with granite countertops, new appliances, and ceramic floors. Laundry facilities are conveniently located on-site and storage lockers will help you cut down on clutter. Experience the peace of mind of monitored security cameras and a friendly on-site management team – there to deal with any maintenance issues in the building or in your suite. Never hunt for a parking spot – there is dedicated visitor parking for your guests and assigned parking available for you. Kingston Estates is a Certified Rental Building.Your new life is waiting for you at Kingston Estates (600 Kingston Road). Don't keep it waiting for too long!",,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/600-kingston-road-kingston-estates-apartment-for-rent/1686333422
LARGE 3 BEDROOM BASEMENT APARTMENT - KEELE ST AND LAWRENCE AVE W,2800,"York, ON M6M 1G9",2024-03-07 22:26:23,Basement,3,1,,Not Included,1,1 Year,"March 7, 2024",Yes,"1,265",No,Yes,Yard,Outdoors only,"Laundry (In Unit), Fridge / Freezer",,LARGE 3 BEDROOM BASEMENT APARTMENT - KEELE ST AND LAWRENCE AVE W,,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/large-3-bedroom-basement-apartment-keele-st-and-lawrence-ave-w/1687583582
50 Driftwood - Ruby Heights Apartment for Rent,2819,"50 Driftwood, Toronto, ON, M3N 2M6",2024-03-03 00:08:58,Apartment,2,1,,Not Included,0,1 Year,,Yes,904,No,No,Not Included,No,Fridge / Freezer,"Storage Space, Elevator in Building","Ruby Heights, located in the North York district of Toronto, has a modern flare, with bright and spacious apartments. The building is surrounded by lush green lawns, mature trees, and beautifully maintained flower beds. Ruby Heights also has a large modern lobby, and newly renovated laundry room with new front load washers, and brand new elevators.There is truly nothing else like Ruby Heights in the area, from its update corridors, to freshly painted and renovated suites, it is definitely a show piece.Units are renovated by rental commencement date and include refinished floors, ceramic tiles, updated kitchens with backsplash. nullBuilding OverivewRuby Heights, located in the North York district of Toronto, has a modern flare, with bright and spacious apartments. The building is surrounded by lush green lawns, mature trees, and beautifully maintained flower beds. Ruby Heights also has a large modern lobby, and newly renovated laundry room with new front load washers, and brand new elevators.There is truly nothing else like Ruby Heights in the area, from its update corridors, to freshly painted and renovated suites, it is definitely a show piece.Units are renovated by rental commencement date and include refinished floors, ceramic tiles, updated kitchens with backsplash.Current PromotionsOffering 1 Fully Furnished 1-Bedroom Suite!Say goodbye to the headache of furnishing your new home! Our furnished suites offer a seamless and stress-free transition in to your new living space. Call now to secure your ready made apartment today!* Valid on select suites for a limited time only. Contact the leasing team for details. Valid on new move-ins. Pricing, Incentives, and availability are subject to change or end without notice. Terms & Conditions apply. All pictures shown may not be representative of all suites available. E.&O.E. Call our dedicated team today to apply!Offering 1 Fully Furnished 2-Bedroom Suite!Say goodbye to the headache of furnishing your new home! Our furnished suites offer a seamless and stress-free transition in to your new living space. Call now to secure your ready made apartment today!* Valid on select suites for a limited time only. Contact the leasing team for details. Valid on new move-ins. Pricing, Incentives, and availability are subject to change or end without notice. Terms & Conditions apply. All pictures shown may not be representative of all suites available. E.&O.E. Call our dedicated team today to apply!",,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/50-driftwood-ruby-heights-apartment-for-rent/1684150841
Forest Hill Residences - 3 Bedroom Apartment for Rent,4500,"780 Eglinton Avenue West, Toronto, ON, M5N 1E9",2024-03-06 14:42:01,Apartment,3,2,"Hydro_No,Heat_Yes,Water_Yes",Not Included,0,1 Year,"May 1, 2024",Yes,"2,002",No,No,Balcony,No,Laundry (In Building),Storage Space,Utilities Included,,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/forest-hill-residences-3-bedroom-apartment-for-rent/1687441956
1bed + bath sublease. Private room in Toronto.,1499,"832 Bay Street, Toronto, ON",2024-03-10 23:24:04,,,,,,,,,Yes,,Yes,,,,,,Private room for rent,155 visits,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/1bed-bath-sublease-private-room-in-toronto/1687862960
Davisville Village Apartments - 1 Bdrm available at 111 Davisvil,2200,"111 Davisville Avenue, Toronto, ON, M4S 2Y9",2024-03-12 20:57:45,Apartment,1,1,,Not Included,0,1 Year,,No,Not Available,No,No,Not Included,No,,,Visit our Website: https://www.rpmsi.ca/property/davisville-village-apartments-111-davisville/,,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/davisville-village-apartments-1-bdrm-available-at-111-davisvil/1681242987
Davisville Village Apartments - Bachelor available at 111 Davisv,1790,"111 Davisville Avenue, Toronto, ON, M4S 2Y9",2024-03-12 20:57:44,Apartment,Bachelor/Studio,1,,Not Included,0,1 Year,,No,Not Available,No,No,Not Included,No,,,Visit our Website: https://www.rpmsi.ca/property/davisville-village-apartments-111-davisville/,,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/davisville-village-apartments-bachelor-available-at-111-davisv/1669327539
Room for Rent Available April 1st,985,"2 Wilket Creek Road, North York, ON",2024-03-12 20:57:18,,,,,,,,,No,,Yes,,,,,,"One room for rent $985 per month available April 1st. Newly renovated with new floor, new paint, new fridge , cooking top and hood fan. Very bright and clean. room. furnished with mattress, table and chair, book shell. Rent including water, electricity. Free WiFi. Safe quiet neighbouring , 5 min walking to bus stops and grocery store, fast food and coffee shop, library , fitness club. International student are welcome. Interested call at 647-588-8189 for schedule a viewing .",2 visits,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/room-for-rent-available-april-1st/1688035355
Room for Rent,950,"North York, ON M2J 3T2",2024-03-12 20:57:16,,,,,,,,,No,,Yes,,,,,,"Finch / Victoria Park, M2J 3T2, one bedroom for one person, no parking available currently, two people share the bathroom. close to TTC station, utility and internet are included, looking for the person who is clean and quiet, but no pet, no smoking, and no marijuana, at least 6 months lease, please call directly If you are interested, I will answer any questions you ask and welcome to view the room, 416 900 1883, thanks.",3 visits,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/room-for-rent/1688035354
One bedroom apartment Yonge Sheppard subway,2000,"48 Anndale Drive, North York, ON",2024-03-12 20:52:53,Basement,1,1,"Hydro_Yes,Heat_Yes,Water_Yes",Internet,1,Month-to-month,"April 1, 2024",No,730,No,Yes,Yard,Outdoors only,Laundry (In Building),,Walk to Yonge Sheppard subway. All utilities and internet and one parking space is included. Very clean quiet and modern fully renovated house. Text me for more info at 416-949-3346 Fred.,7 visits,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/one-bedroom-apartment-yonge-sheppard-subway/1688034934
BRIGHT &  BEAUTIFUL 3+1  BEDROOM HOME BACKING RAVINE  - ETOBICOK,2600,"Alicewood Court, Etobicoke, ON",2024-03-12 20:51:39,Duplex/Triplex,3 + Den,1,,Not Included,2,1 Year,"April 1, 2024",Limited,"1,500",No,Yes,Yard,Outdoors only,Laundry (In Unit),,"Newly renovated Main floor walk-out apartment, close to Humber college, all TTC routes, but on a quiet and private cul-de-sac. Fully furnished common area, with a walkout beautiful private backyard that is exclusively yours and a gorgeous custom stone fireplace. ** with private path to Humber River from backyard**. Just spent over 20k on brand new, top of the line, kitchen and washroom. One of a kind, high-quality residence with everything included in the rental price except utilities (internet, parking, shared laundry accommodations). Owner is a quiet working professional who requests the same privacy and respect that he will give you. Do not hesitate to contact me at any time with questions or to see the place. (Preferably looking for a group of 3+ or small family long term)
Please call Ria as home is available ASAP and will not last long (647-463-7217)",12 visits,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/bright-beautiful-3-1-bedroom-home-backing-ravine-etobicok/1688034846
One bedroom for rent St. Clair and Dufferin,,"York, ON M6E 3P5",2024-03-12 20:51:15,House,1,1,"Hydro_Yes,Heat_Yes,Water_Yes",Not Included,0,Month-to-month,"April 1, 2024",No,900,No,No,YardBalcony,Outdoors only,"Laundry (In Building), Fridge / Freezer",,"Large and private, own entry, one bedroom on 2nd floor of house with own kitchen, bathroom and living room. Hardwood floors, balcony, coin operated laundry in basement. Utilities included
Close to all amenities . View pictures at viewit.ca Vit# 190139
See pictures at viewit.ca VIT # 190139",7 visits,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/one-bedroom-for-rent-st-clair-and-dufferin/1688034815
Room for a professional female Yonge Sheppard subway,,"48 Anndale Drive, North York, ON",2024-03-12 20:48:42,,,,,,,,,No,,Yes,,,,,,"Walk to Yonge Sheppard, Subway. Clean quiet, fully renovated three bedroom house.. Share bathroom with only one other female , double sink. Everything included parking is available bright, and spacious . no party, no drugs and no guest overnight. Text message me for more information. 416-949-3346 Fred.",2 visits,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/room-for-a-professional-female-yonge-sheppard-subway/1688034604
private room rent only for male,800,"Markham Road, Scarborough, ON",2024-03-12 20:48:27,,,,,,,,,No,,Yes,,,,,,"Description / male
Fully Furnished, Bright daylight, Clean , Cozy and private room in Main Level
Location : Markham and Lawrence
MALE Contact : Call Text this no Whats app # (+6738181985) . Or , KJIJI Messaging.
Rent: 800 CAD/Month ( Everything Included i.e. Utilities, Heating, Cooling, High speed Internet WIFI , Fridge, Only
Laundry, Kitchen ..) Available from : April 1st 2024.
Description :
One bright, Clean and fully furnished private room is available for rent in a very convenient location. Ideal for Working Person or students . This Apartment got 3 Bedrooms. South Asian people are living in other 2 Rooms.
Location benefit :
TTC Bus stop is at door step ( 5 Minute Frequency). Clean Cozy and Secure Place. Centennial college 10 minutes away. Grocery, Shopping mall , Restaurants and Dollar stores are in 2 Minutes walking Distance Walk-in clinic is a few minute
( Indian, Gujarati , Punjabi, preferable )
1) no alcohol, no smoke no drugs.
2Keep clean your private washroom and sheared kitchen when use.
3)No overnight guest allow",7 visits,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/private-room-rent-only-for-male/1688034588
Living room space in one bedroom,600,"Grandstand Pl, East York, ON M4H 1E4",2024-03-12 20:47:19,,,,,,,,,,,Yes,,,,,,"Available from immediate move in.
Living room space in one bedroom fully furnished apartment. I am a muslim female, looking for female working/student to share the apartment. The apartment is neat and clean, pet and smoke free. Laundry is in the building. Hydro and internet is included. Parking is available on request. Please contact only if you’re seriously interested.",6 visits,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/living-room-space-in-one-bedroom/1688034497
Large room near bus and Go Train w brand new kitchen appliances,1450,"Scarborough, ON M1M 1M1",2024-03-12 20:46:58,,,,,,,,,Yes,,No,,,,,,"Very large, bright and charismatic room with access to laundry in a spacious and bright 3 bedroom 2nd floor apartment located in a convenient neighborhood. Steps away from a bus stop and walking distance to the Midland Go Station (~15 min to downtown).
The kitchen has brand new appliances and is, together with the bathroom, shared with two other tenants.
The home is close to a fabulous tennis court, splash park, biking and walking trail.
The house is also close to an amazing sandy beach, Bluffers Park, marinas & sailing/yacht clubs. Close to all amenities. 7 min walk to a plaza that has groceries, pharmacy, Starbucks & restaurants. 15 min walk to Go Station, 2 stops (about 15 mins) to downtown by Go.
There are in total 3 bedrooms in this beautiful 2nd floor apartment, thereof 2 bedrooms are vacant in case you want to move in with a friend.
A parking spot can be rented separately for $100/month. Utilities and internet included.
Currently available. Can be rented short term or long term.
Showings on weekday evenings.","1,132 visits",https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/large-room-near-bus-and-go-train-w-brand-new-kitchen-appliances/1677862581
Lux. Furnished Bachelor close to EATON CENTRE,2400,"Toronto, ON M5B 1V8",2024-03-12 20:45:52,,,,,,,,,No,,Yes,,,,,,"Located at 200 Victoria St.
Fully furnished, short term rent (min. 28 days).
Utilities are included.
No parking.
Please provide your phone number and move in and move out dates.",2 visits,https://www.kijiji.ca/v-short-term-rental/city-of-toronto/lux-furnished-bachelor-close-to-eaton-centre/1688034377
Shop at Don Mills Fully Furnished Bachelor Condo,1985,"North York, ON M3A 3H3",2024-03-12 20:44:07,Condo,Bachelor/Studio,1,"Hydro_No,Heat_Yes,Water_Yes",Not Included,0,1 Year,"May 1, 2024",Yes,400,Yes,Yes,Balcony,Outdoors only,"Laundry (In Unit), Dishwasher, Fridge / Freezer","Gym, Concierge, 24 Hour Security, Bicycle Parking, Elevator in Building","LIV LOFTS: Beautiful, clean & spacious bachelor unit with an unobstructed view of the Shops at Don Mills. Upscale shops, restaurants, cafes, VIP Cineplex movie theatre, grocery store, drug store, LCBO, public library and TTC all within walking distance! Unit is FULLY FURNISHED (as shown in photos) with trendy furniture with great storage. In suite washer and dryer, s/s appliances, and air conditioning. Unit has its own balcony for outdoor enjoyment. Building offers great amenities: rooftop terrace, hot tub, party room, exercise room. concierge and WIFI in the lobby. Available May 1, 2024, looking for a long-term renter (1 year lease) – Hydro, Cable & Internet (Rogers or Bell), Parking and Locker are not included in posted rent. TV is included.
Note: Locker and Parking are not available at this time.",10 visits,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/shop-at-don-mills-fully-furnished-bachelor-condo/1688034220
1 Bed 1 Bath Townhouse Condo,2000,"Lawrence Avenue West, North York, ON",2024-03-12 20:43:48,Townhouse,1,1,"Hydro_No,Heat_No,Water_Yes",Not Included,0,1 Year,"May 1, 2024",No,550,No,Yes,Not Included,No,"Laundry (In Unit), Dishwasher, Fridge / Freezer",,Virtual Tour : https://paras-photography.seehouseat.com/public/vtour/display/1869628?idx=1#!/,6 visits,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1-bed-1-bath-townhouse-condo/1688034190
Space in the living room for rent,700,"Scarborough, ON M1R 1S4",2024-03-12 20:43:00,,,,,,,,,,,Yes,,,,,,Shared kitchen and bathroom ..you use own supplies ..no drugs or alcohol...No guests over...Theres one cat here.There's free internet and a balcony to use ...it's available now ...You must be working .It can be short term ..,7 visits,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/space-in-the-living-room-for-rent/1688034123
ROOMMATE AT BATHURST AND SHEPPARD,1250,"North York, ON M2N",2024-03-12 20:41:53,,,,,,,,,No,,Yes,,,,,,Roommate Wanted,5 visits,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/roommate-at-bathurst-and-sheppard/1688034024
1 bedroom + Den / 1 Bath Condo Available For Lease In Toronto,2500,"Toronto, ON M6J 3S8",2024-03-12 20:41:40,Condo,1 + Den,1,"Hydro_No,Heat_Yes,Water_Yes",Not Included,0,1 Year,"April 1, 2024",No,650,No,Yes,Balcony,No,"Laundry (In Unit), Dishwasher, Fridge / Freezer","Gym, Pool, Elevator in Building","Fantastic Loft Living At The Westside Gallery Lofts In The Trendy Queen West Neighborhood Awaits You. This Sun Filled Unit Offers A Large Primary Bedroom With A 4-Pc Semi Ensuite Bath, A Spacious Full Sized Den, Open Concept Living Area With A Walk Out To A Balcony. Make Your Way Over To The Kitchen/Dining Area Where You Will Find Stainless Steel Appliances And Granite Counters. This Modern Industrial Style Loft Shows Incredibly With Concrete Ceilings And Walls Along With Exposed Ductwork. Great Building Amenities Included In The Building. Close Proximity To Great Restaurants, Parks, Public Transit And Much More!",4 visits,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1-bedroom-den-1-bath-condo-available-for-lease-in-toronto/1688034007
Spacious 2 Bed 1 Bath Walkout Basement,2000,"Finch Ave E, Toronto, M1X1W3",2024-03-12 20:40:39,Basement,2,1,,Not Included,0,1 Year,"March 15, 2024",No,900,Yes,Yes,Not Included,No,,,"Spacious walkout basement for rent: 2 bed, 1 bath
Rent: $2000/month (includes utilities, WiFi, and laundry)
Main intersection: Morningside & Finch
Conveniently located within walking distance to multiple bus stops and amenities
Partially furnished
Windows in every room
Terms: First and last month's rent plus security deposit required
Not pet-friendly",11 visits,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/spacious-2-bed-1-bath-walkout-basement/1688033933
3 Bdrms 2 Bathrms House for rent,3350,"32 Wonderland Drive, Scarborough, ON",2024-03-12 20:40:16,House,3,2,,Not Included,3+,Month-to-month,"April 1, 2024",Yes,"1,900",No,Yes,YardBalcony,Outdoors only,"Laundry (In Building), Dishwasher, Fridge / Freezer",,"If the ad is up, it is still available.
• Available on April 1st, 2024",4 visits,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/3-bdrms-2-bathrms-house-for-rent/1688033899
2bed+den 2 bath new condo at Bloor/Islington (Toronto),3150,"5 Mabelle Avenue, Etobicoke, ON",2024-03-12 20:39:53,Condo,2 + Den,2,,Internet,1,1 Year,"April 1, 2024",Limited,885,No,Yes,Balcony,Outdoors only,"Laundry (In Unit), Dishwasher, Fridge / Freezer","Gym, Pool, Concierge, 24 Hour Security, Elevator in Building",Tridel 2+Den New Condo at Bloor/ Islington.,3 visits,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/2bed-den-2-bath-new-condo-at-bloor-islington-toronto/1688033864
Furnished room for rent,1100,M4X1W6,2024-03-12 20:37:25,,,,,,,,,Yes,,Yes,,,,,,"Great location, room furnished, all included, high speed internet, hydro, AC, two bedroom apartment, kitchen is full equipped, available April 1
Gay male here be gay friendly",16 visits,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/furnished-room-for-rent/1688033647
Large bedroom available by Fairview mall (Female only),,"Don Mills Rd., Toronto, ON, M2J 0C3",2024-03-12 20:33:51,,,,,,,,,,,No,,,,,,"I have a private room for rent in a 3 bedroom apartment located in Don Mills & Sheppard intersection.
I am looking to rent an unfurnished large room to a clean, quiet student or working professional who will be sharing the bathroom with another clean female.
Available April 1st, 2024
• In-suite washer and dryer
• In-suite dishwasher
• AC (Air Conditioner)
• Duration: Month to month lease.
• First and Last rent required.
Don Mills & Sheppard intersection.
Freshco, Fairview mall, Iqbal Foods, subway station, coffee shops, & much more are walking distance.
$1,300/month
(utilities & internet split evenly which is around $40-50 per month)
Looking to rent to single person.",3 visits,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/large-bedroom-available-by-fairview-mall-female-only/1688033330
One Bedroom Suite | Lakeshore for Rent - 17 Bathurst Street,2500,"17 Bathurst Street, Toronto, ON",2024-03-12 20:33:37,Condo,1,1,,Not Included,1,1 Year,"March 18, 2024",No,535,No,Yes,Balcony,No,"Laundry (In Unit), Laundry (In Building), Dishwasher, Fridge / Freezer","Gym, Pool, Concierge, 24 Hour Security, Bicycle Parking, Storage Space, Elevator in Building","Brand new condo available for rent at 17 Bathurst St (Lakeshore Condos)
1 Bedroom Unit for $2499
*Parking for $250/month*
Tenant is responsible for all utilities",7 visits,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/one-bedroom-suite-lakeshore-for-rent-17-bathurst-street/1688033316
"Private room in Crockamhil, Scarborough! For Females only!",1155,"Crockamhill Dr, Scarborough, ON M1S 3H1, Canada",2024-03-12 20:33:12,,,,,,,,,No,,Yes,,,,,,"Welcome to Crockamhill Drive in the Agincourt neighborhood of Toronto. This is a great shared rental listing in a great location. The neighborhood is full of benefits and the home is close to many amenities. The shared space in the home includes the bathroom, backyard, kitchen, and dining room. The available utilities in the home include cable TV, washer, dryer, internet, air conditioning, and heating. The shared amenities in the home include parking and bicycle parking. The home is also close to many great restaurants and cafes. Thanks for considering this great shared rental listing.",6 visits,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/private-room-in-crockamhil-scarborough-for-females-only/1688033290
2 Bedroom Basement for rent,,"850 Huntingwood Dr, Scarborough, ON M1T 2L9",2024-03-12 20:30:58,,,,,,,,,No,,Yes,,,,,,"**For Gujarati Students, Work Permit Holders, and Couples!**
2-bedroom basement town house, shared kitchen facilities with upstairs tenant. Located near Agincourt( no frillls, Walmart, shoppers, Toronto public library) Bus stop at 1 min walk!
✨ * mentioned below things must be accepted :**
- cleaning is mandatory
- Shared kitchen with upstairs residents
- Gujarati family upstairs
- friendly environment
- No pets allowed
- Smoke free house
- No car parking available
Message for serious inquires only
Available from 1st May",7 visits,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/2-bedroom-basement-for-rent/1688033092
Therapeutic Office Rooms for Rent by hour Downtown Toronto,20,"Dundas St W, Toronto, ON M5T 1G4",2024-03-12 20:30:30,,,,,,,,,,150,Yes,,,,,,As low as $10 per half an hour!,917 visits,https://www.kijiji.ca/v-commercial-office-space/city-of-toronto/therapeutic-office-rooms-for-rent-by-hour-downtown-toronto/1680531178
