Title,Price,Address,Posting Date,Building Type,Bedrooms,Bathrooms,Utilities Included,Wi-Fi and More,Description,Visit Counter,User Info,url
"Semi renovated two bedroom, Bathurst and St.Clair - ID 3193","$2,400Some Utilities Included","1510 Bathurst Street, Toronto, ON, M5P 3H3","February 29, 2024 2:42 PM",Apartment,2,1,"Hydro, Heat, Water",Not Included,,,KKijiji User,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/semi-renovated-two-bedroom-bathurst-and-st-clair-id-3193/1686827609
Furnished Cozy Apartment,,"Etobicoke, ON M9A","February 21, 2024 7:54 PM",,,,,,"Please read entire Ad!!
Furnished bright Corner Suite with plenty of sunshine. Two Bedroom And Den Suite With over 300 Sq Ft Terrace. Functional Layout. Den With Large Window. Surrounded By Joyful Mix Of Mom And Pop Shops, Eateries, Hipster Breweries And Cafes. Minutes From Stockyards Village And Steps From Dedicated 512 Ttc Line To St.Clair And St.Clair West Stations. Rooftop Bbq Terrace, Outdoor Firepit Lounge Area, Party Room, Games Room, Exercise Room.",748 visits,KKijiji User,https://www.kijiji.ca/v-short-term-rental/city-of-toronto/furnished-cozy-apartment/1686029660
"7,800 SF OF CHURCH/EVENT SPACE AVAILABLE  FOR LEASE",,"Weston Road, York, ON","February 27, 2024 6:22 PM",,,,,,"Great short term lease opportunity in a fantastic and well maintained building. Large open areas on the first floor include 2 washrooms, private office space, commercial style kitchen, seating and reception areas. Directly across the street from Weston GO/UP Station and conveniently located close to highways 400 & 401. Can accommodate a number of different uses.",169 visits,KKijiji User,https://www.kijiji.ca/v-commercial-office-space/city-of-toronto/7-800-sf-of-church-event-space-available-for-lease/1686632549
"parking, broadview and mortimer - ID 3164",,"12 Bater Avenue, Toronto, ON, M4K 2C3","March 1, 2024 12:09 AM",,,,,,,,KKijiji User,https://www.kijiji.ca/v-storage-parking/city-of-toronto/parking-broadview-and-mortimer-id-3164/1683888299
Room for rent,,"York, ON M6N 2N7","March 8, 2024 4:17 PM",,,,,,"New renovated, very nice and clean, quiet , 2 minutes to bus stop , no pet, no smoking, all included, must see",402 visits,KKijiji User,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/room-for-rent/1683876122
Spacious2Bed2BathTridelCondow/Parking&Locker+ClearView,"$2,900No Utilities Included","181 Wynford Drive, North York, ON","March 10, 2024 4:23 PM",Condo,2,2,,Not Included,"Tridel 2 bed 2 full bath condo
Large Functional layout
Private unobstructed
Views of Don Valley
Eglinton & Wynford
Gym & Fitness facilities
Party room and entertainment amenities
Outdoor Patio and BBQs.
2 Bed + 2 Full Baths
Steps to the Don Valley trails, golf course and bike paths; Aga Khan Park & Museum; Wynford Stop Eglinton Line (opening soon); Groceries, Shops at Don Mills, Ontario Science Centre, downtown express Bus, Restaurants, Shops ...
Easy access to Don Valley Parkway, 15 minutes to downtown, richmond hill, markham or Scarborough",5 visits,KKijiji User,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/spacious2bed2bathtridelcondow-parking-locker-clearview/1687820065
Spacious Master bedroom for rent from 1 May 2024,,"Scarborough, ON M1B 5Z1","March 10, 2024 4:23 PM",,,,,,"This is a three storeyed townhouse in a quiet, safe and convenient family neighborhood with a large, bright & spacious Master bedroom with a full washroom attached, with a shared living room & a shared kitchen.",10 visits,KKijiji User,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/spacious-master-bedroom-for-rent-from-1-may-2024/1687819996
York University Room,,"8 Saywell Avenue, North York, ON","March 10, 2024 4:22 PM",,,,,,"Cozy Room in the second floor. Private bathroom inside, there are only 5 rooms in the house so very quiet and comfortable. It takes 7 minutes walk to the York University, 2 minutes to bus stop And around 4 minutes walk to Finch West subway station. Including heat, hydro, laundry, unlimited internet. Available on mid April or May 1",18 visits,KKijiji User,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/york-university-room/1687819963
Seneca college nice bedroom in north York,,"667 Seneca Hill Dr, North York, ON M2J 2W7","March 10, 2024 4:21 PM",,,,,,"One minute to Seneca college, finch bus stops ,supermarket, td bank everything. 4 big parks surrounding, best friendly safe community . One room in the basement is $780,another one is on the 2nd floor bedroom $1150, new hardwood floors ,KING size bed ! nice room with closet Very friendly landlord, Wi-Fi everything included. Won’t last long . For one single person only .",19 visits,KKijiji User,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/seneca-college-nice-bedroom-in-north-york/1687819858
2 Bedroom Apartment for Rent - 30 Godstone Road,"$2,825Some Utilities Included","30 Godstone Road, Toronto, ON, M2J 3C6","March 10, 2024 4:21 PM",Apartment,2,1,"Hydro, Heat, Water",Not Included,"30 Godstone Road is located in North York, one block east of Don Mills Road, just North of Sheppard Avenue. A short walk gives access to beautiful parks, shopping areas (including the newly renovated Fairview Mall) and public schools. Seneca College is just one short kilometre away. Access to public transportation, both buses and subways, is about a 2-minute walk and there is easy access to the 404/Don Valley Parkway and Hwy. 401.",,KKijiji User,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/2-bedroom-apartment-for-rent-30-godstone-road/1687482416
1 Bedroom Apartment for Rent - 30 Godstone Road,"$2,335Some Utilities Included","30 Godstone Road, Toronto, ON, M2J 3C6","March 10, 2024 4:20 PM",Apartment,1,1,"Hydro, Heat, Water",Not Included,"30 Godstone Road is located in North York, one block east of Don Mills Road, just North of Sheppard Avenue. A short walk gives access to beautiful parks, shopping areas (including the newly renovated Fairview Mall) and public schools. Seneca College is just one short kilometre away. Access to public transportation, both buses and subways, is about a 2-minute walk and there is easy access to the 404/Don Valley Parkway and Hwy. 401.",,KKijiji User,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1-bedroom-apartment-for-rent-30-godstone-road/1683161034
Full Basement for rent,"$2,100No Utilities Included","Lawrence Avenue East, Scarborough, ON","March 10, 2024 4:20 PM",Basement,2,1,,Internet,"Freshly painted full basement in the Scarborough west hill are includes the following : `2 bedrooms 1 washroom 1 store room 1 cold room with kitchen
included in Rent
1- One parking
2- High speed Internet included
3-Laundry washer and dryer in unit",,KKijiji User,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/full-basement-for-rent/1687819730
Eglinton west  subway station nice bedroom,,"Livingstone Ave, York, ON M6E","March 10, 2024 4:20 PM",,,,,,"Walking to Eglinton subway station , 10 minutes to downtown Toronto . University of Toronto . 5 minutes to YORKDALE MALL , 20 minutes to YORK UNIVERSITY, One basement for $850 , one top floor for $950 . Great Friendly landlord and neighbors . Each Private room for 1 Single guy only , sorry no 2 people share, no couples , no pets , no smoker , clean and nice people are welcome. Student welcome, no parking . please kindly tell me your job and phone number, I’ll get back to you as soon as I can thanks!",19 visits,KKijiji User,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/eglinton-west-subway-station-nice-bedroom/1687819727
"1 bed, 1 bath in Brand new condo for rent","$2,150No Utilities Included","Inn On The Pk Dr #20, Toronto, ON M3C","March 10, 2024 4:19 PM",Condo,1,1,,Not Included,"Brand new condo for rent located at the intersection of Leslie St and Eglinton Ave E. Available immediately.
- Rent: $2150 per month (one year term)
-Layout: 1 Bedroom, 1 Bathroom and 40+ sqft balcony
- No parking or locker
-Access to gym, party hall, outdoor pool, and other amenities
-Located near many close amenities including new LRT TTC line, Shops of Don Mills, DVP, Sunnybrook Park, and much more
-No smoking or pets. Minimum first and last month rent deposit required",9 visits,KKijiji User,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1-bed-1-bath-in-brand-new-condo-for-rent/1687819620
Room for Rent,,"2104 Dufferin St, York, ON M6E 3R3","March 10, 2024 4:19 PM",,,,,,"Room available May 1, 2924. Quite and private room , 24/7 TTC ACCESS, 10 to 15 minutes to multiple subway stations, Near all amenities.",23 visits,KKijiji User,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/room-for-rent/1687819590
1 Bedroom Apartment for Rent - 130 Rosedale Valley Road,"$2,515Some Utilities Included","130 Rosedale Valley Road, Toronto, ON, M4W 1P9","March 10, 2024 4:17 PM",Apartment,1,1,"Hydro, Heat, Water",Not Included,"Our 1950s art-deco building is located steps from the bustling intersection of Yonge and Bloor in the affluent Rosedale/Yorkville community of Toronto. This building is situated between the Rosedale and the Yonge/Bloor subway stations and is surrounded by shops, restaurants, spas, fitness centres and numerous other amenities. Suites in this downtown gem are few and far between with their spacious size, hardwood floors, picture windows and wonderful views of downtown or the Rosedale Ravine. For rental inquiries please contact our on-site management team and they will be happy to assist you in starting your new life in a fantastic part of metropolitan Toronto.",,KKijiji User,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1-bedroom-apartment-for-rent-130-rosedale-valley-road/1687144988
Bachelor Apartment for Rent - 130 Rosedale Valley Road,"$1,950Some Utilities Included","130 Rosedale Valley Road, Toronto, ON, M4W 1P9","March 10, 2024 4:16 PM",Apartment,Bachelor/Studio,1,"Hydro, Heat, Water",Not Included,"Our 1950s art-deco building is located steps from the bustling intersection of Yonge and Bloor in the affluent Rosedale/Yorkville community of Toronto. This building is situated between the Rosedale and the Yonge/Bloor subway stations and is surrounded by shops, restaurants, spas, fitness centres and numerous other amenities. Suites in this downtown gem are few and far between with their spacious size, hardwood floors, picture windows and wonderful views of downtown or the Rosedale Ravine. For rental inquiries please contact our on-site management team and they will be happy to assist you in starting your new life in a fantastic part of metropolitan Toronto.",,KKijiji User,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/bachelor-apartment-for-rent-130-rosedale-valley-road/1687348303
URGENT- McCowan & Ellesmere Room Rental+ Parking+Backyard Patio,,"Scarborough, ON M1H 2R8","March 10, 2024 4:16 PM",,,,,,"Super Condition – Large, furnished basement room with private entrance and above ground window available for May 1st move in. Conveniently located at McCowan & Ellesmere – walk to shopping and TTC bus stop, McCowan TTC station and minutes to HWY 401 and Scarborough Town Center and direct bus ride to University of Toronto Scarborough Campus, Centennial College, Kennedy Station, Warden Station. One minute walk to North Bendale Park with jogging, bike path, courts, etc.. Furnished bedroom room with wood laminate flooring, bed, large desk and chair, wardrobe closet, book shelf, etc. Share bathroom and fully equipped kitchen with 2 other housemates (who are clean and collaborative). Use of front and backyard with large private furnished patio. Rent is $950 for minimum one year lease inclusive of utilities, high speed internet and free laundry; otherwise add $50 per month for minimum 4 months. Absolutely no smoking, no vaping, and no pets on entire property. Driveway parking available at extra cost. Please text or call only through Whatsapp or i-Message /Facetime to +1-416-668-8281 to book /confirm viewing appointment and get video tour and address. Do not send SMS text or leave voicemail as phone cannot receive them or email as response time will be slow. Highly responsible landlord to maintain property. Won't last!",17 visits,KKijiji User,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/urgent-mccowan-ellesmere-room-rental-parking-backyard-patio/1687819333
2 Bedroom Apartment for Rent - 20 Esterbrooke Avenue,"$2,715Some Utilities Included","20 Esterbrooke Avenue, Toronto, ON, M2J 2C3","March 10, 2024 4:16 PM",Apartment,2,1,"Hydro, Heat, Water",Not Included,"Esterbrooke Apartments are located near Sheppard and Don Mills within walking distance of shopping, schools, community centres and public transit. The 401 and Don Valley Parkway are minutes away for those who travel by car. Fairview Mall is located within a 5-minute walk and offers a very wide selection of shops, restaurants, grocery stores, banks and specialty shops. The Fairview Public Library is located just a few minutes from the building on Don Mills and Seneca College is a ten-minute walk from the building.",,KKijiji User,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/2-bedroom-apartment-for-rent-20-esterbrooke-avenue/1684782781
Private Basement ROOM for rent in Upper BEACHes - 6 MONTHS,,"Toronto, ON M4L 3C3","March 10, 2024 4:16 PM",,,,,,"**Serious Tenants only! ONLY ONE person!! Tenant will be required to provide a letter of employment and credit check prior to signing the lease. I’m looking for a for TIDY, QUIET WORKING PROFESSIONAL or a student.",13 visits,KKijiji User,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/private-basement-room-for-rent-in-upper-beaches-6-months/1687819300
2 Bedroom Apartment for Rent - 80 Forest Manor Road,"$2,735Some Utilities Included","80 Forest Manor Road, Toronto, ON, M2J 1M6","March 10, 2024 4:16 PM",Apartment,2,1,"Hydro, Heat, Water",Not Included,Enjoy the best of apartment living at Don Mills & Sheppard!,,KKijiji User,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/2-bedroom-apartment-for-rent-80-forest-manor-road/1687648025
"North York - Furnished 3 Beds Basement Apt - 2 Park, Util Incl.","$2,800All Utilities Included","Culford Rd, Toronto, M6L 2V5","March 10, 2024 4:14 PM",Basement,2 + Den,1,"Hydro, Heat, Water",Internet,"If interested reply with a bit about yourself
Name and Company Name (if applicable)
Length of stay
Total number of occupants
Employment/School Status: Are you working (type of work you do) or a student.
A WhatsApp Video Chat will be arranged with the landlord before booking a showing.
Fully Furnished Basement Apartment with 2 Bedrooms and 3 Beds (all beddings included). 3-4 month lease.
Maximum capacity: 3 individuals
Move in Ready
- Fully equipped Kitchen (pots, pans, plates, utensils.
- Work station included.
- Laundry Room.
- All Utilities Included.
- 2 Parking spots on large driveway.
Located 10 min from Yorkdale Mall. Perfect space for Students or Professionals/Contractors.
Cleaning services available, once every two weeks, for extra fee.
$2,800/month.
No Pets, No indoor smoking",,KKijiji User,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/north-york-furnished-3-beds-basement-apt-2-park-util-incl/1687819177
2 bedroom basement apartment in Upper BEACHes - 6 MONTHS,"$2,200All Utilities Included","Toronto, ON M4L 3C3","March 10, 2024 4:14 PM",Apartment,2,1,"Hydro, Heat, Water",Not Included,"**Serious Tenants only! ADULTS ONLY, TWO persons MAXIMUM!! Tenants will be required to provide a letter of employment and credit check prior to signing the lease. I’m looking for a for TIDY, QUIET COUPLE OR TWO WORKING PROFESSIONALS.",22 visits,KKijiji User,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/2-bedroom-basement-apartment-in-upper-beaches-6-months/1687819166
Bachelor Unit For Rent - 2 Months Short Term $1400 / March,,"Richmond Street West, Toronto, ON","March 10, 2024 4:13 PM",,,,,,"Bachelor unit for rent 2 months Only Starting March, 2024. Move in right away! Price will be discounted for March",60 visits,KKijiji User,https://www.kijiji.ca/v-short-term-rental/city-of-toronto/bachelor-unit-for-rent-2-months-short-term-1400-march/1687819036
A big upper level private room for a student or man has a job,,"Scarborough, ON M1J","March 10, 2024 4:13 PM",,,,,,A big upper level private room looking for a student or man has a job,13 visits,KKijiji User,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/a-big-upper-level-private-room-for-a-student-or-man-has-a-job/1687819006
,,,,,,,,,,,KKijiji User,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1-bedroom-apartment-for-rent-2350-birchmount-road/1687292172
3 Bedroom Apartment for Rent - 2350 Birchmount Road,"$3,025Some Utilities Included","2350 Birchmount Road, Toronto, ON, M1T 3N4","March 10, 2024 4:11 PM",Apartment,3,1.5,"Hydro, Heat, Water",Not Included,$500 Off Your First 3 Months!,,KKijiji User,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/3-bedroom-apartment-for-rent-2350-birchmount-road/1687443635
1 bedroom basement apartment,"$1,550No Utilities Included","Brookridge Dr, Scarborough, ON M1P","March 10, 2024 4:11 PM",Basement,1,1,,Not Included,"1 bedroom basement apartment available from April 1st.
Living, Kitchen and washroom with the bedroom.
Single professional or working couple apply.
Good location. Shopping, grocery shops nearby. Buses behind house.5 min to 401.
$1550/month.
Utilities 20%
Credit report, paystub/employment letter.
Leave your details and phone number for faster response.
Location: M1p3m1",21 visits,KKijiji User,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1-bedroom-basement-apartment/1687818844
2 Bedroom Apartment for Rent - 500 Scarlett Road,"$2,775Some Utilities Included","500 Scarlett Road, Toronto, ON, M9P 2S1","March 10, 2024 4:11 PM",Apartment,2,1,"Hydro, Heat, Water",Not Included,Richview Villa is located in Etobicoke one block north of Eglinton Avenue West. Public transit is available at the front of the building with shopping and schools within walking distance. Kodak Canada Inc. is located 2.5 km away at Jane Street and Eglinton Avenue West. Eglinton Flats park system is 1.5 km away at Jane Street and Eglinton Avenue West and Scarlett Woods Golf Course is 1 km away on Eglinton Avenue West.,,KKijiji User,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/2-bedroom-apartment-for-rent-500-scarlett-road/1687441325
2 Bedroom Apartment for Rent - 500 Scarlett Road,"$2,750Some Utilities Included","500 Scarlett Road, Toronto, ON, M9P 2S1","March 10, 2024 4:11 PM",Apartment,2,1.5,"Hydro, Heat, Water",Not Included,Richview Villa is located in Etobicoke one block north of Eglinton Avenue West. Public transit is available at the front of the building with shopping and schools within walking distance. Kodak Canada Inc. is located 2.5 km away at Jane Street and Eglinton Avenue West. Eglinton Flats park system is 1.5 km away at Jane Street and Eglinton Avenue West and Scarlett Woods Golf Course is 1 km away on Eglinton Avenue West.,,KKijiji User,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/2-bedroom-apartment-for-rent-500-scarlett-road/1687441975
3 Bedroom Apartment for Rent - 530 Scarlett Road,"$3,100Some Utilities Included","530 Scarlett Road, Toronto, ON, M9P 2S3","March 10, 2024 4:10 PM",Apartment,3,1.5,"Hydro, Heat, Water",Not Included,"Villa Nova is located in the quiet suburban area of Etobicoke with views of downtown to the east and tree lined streets to the west. The building is situated on Scarlett Road, two blocks north of Eglinton Ave West. Public transit is conveniently located at your front door and schools, local shops and restaurants are within walking distance. Our friendly, professional staff are available for your convenience and security. Suites are large with new balconies and windows. There is a wonderful outdoor pool, which is a great place to spend those hot summer days with family and friends.",,KKijiji User,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/3-bedroom-apartment-for-rent-530-scarlett-road/1687446026
3 bedroom house asap,"$2,750No Utilities Included","Brookridge Dr, Scarborough, ON M1P","March 10, 2024 4:09 PM",Townhouse,3,1.5,,Not Included,"Great location. 3 bedroom main floor house with 2 washroom. Living, dining & kitchen.
60% Utilities. Parking available.
Credit report, employment letter, Id's.
Leave your details with phone number for faster response.",12 visits,KKijiji User,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/3-bedroom-house-asap/1687818661
Room for rent scarborough near kennedy subway 500,,"88 Bimbrok Rd, Scarborough, ON M1K 4V2","March 10, 2024 4:09 PM",,,,,,"From March room in a banglow house boys only..Students /professionals are welcome.
Call 647 470 0377 .TTC BANK COLLEGE GROCERY near by.$500",29 visits,KKijiji User,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/room-for-rent-scarborough-near-kennedy-subway-500/1687818638
Private room in main floor @ $950,,"Scarborough, ON M1P","March 10, 2024 4:09 PM",,,,,,"Private room in a detached house (looking for one male professional) available for rent from March 15 at prestigious location of Brimley Rd & Ellesmere Rd intersection. Steps to TTC bus stop, walking distance to plazas and major amenities.
- 15 mins walk to Scarborough Town Centre
- High speed wifi included in the price
- Built in cabinet
- Laundry room (in the unit)
- Fully Furnished
- modern kitchen with all appliances included (shared)
- Separate 4-piece washroom (shared with one person)
- $100 for all utility share
- 1 Parking space included
- First and last payable in advance + $600 refundable security deposit
- Month to Month contract
- House rules: No party, no smoking. I am Hindu and do not eat beef, so no beef in the unit please.
- Only bed, mattress, built in cabinet, chair, table included in the room.
Please email at below given address or txt at 647 646 1751 to book an appointment or for any additional information.
Email: aditya.acca@gmail.com
Thank you,
Brimley Rd & Ellesmere Rd intersection, Toronto, ON, M1P, Canada",20 visits,KKijiji User,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/private-room-in-main-floor-950/1687818629
Private Bedroom for Rent (Downtown Toronto),,"Pembroke Street, Toronto, ON","March 10, 2024 4:09 PM",,,,,,"Intersection: Dundas St & Jarvis St
⏰MOVE-IN date: Flexible
⏰Duration: Preferably 1 Year",16 visits,KKijiji User,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/private-bedroom-for-rent-downtown-toronto/1687818626
[Downtown Toronto] 1 Bedroom + Den For RENT!,"$2,600No Utilities Included","170 Sumach Street, Toronto, ON","March 10, 2024 4:08 PM",Condo,1 + Den,1,,Not Included,"170 Sumach St, M5A 0C6, 9th floor
Major Intersection: Dundas St E. & River St.
⏰Lease Duration: 1-Year
Move-in date, Anytime (vacant, first-come-first-serve)",8 visits,KKijiji User,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/downtown-toronto-1-bedroom-den-for-rent/1687818486
Luxurious Walkout Basement Suite Yonge and Finch (10 min walk),,"North York, ON M2M 1B5","March 10, 2024 4:06 PM",,,,,,https://forms.gle/tFqoM5X44dGLwrTk7,19 visits,KKijiji User,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/luxurious-walkout-basement-suite-yonge-and-finch-10-min-walk/1687818274
A big upper level private room for a student or man has a job,,"Scarborough, ON M1J","March 10, 2024 4:05 PM",,,,,,"The private room is upper level with big windows, very clean and bright
-One bus direct to Kennedy subway station about 5 minutes
-Walk 1 min to bus stop (bus 86/198/21/116)
-Hydro and utilities WIFI all included in the rent
-Fully furnished (single bed, table, chair, cabinet will be supplied)
-Very convenient to grocery, Banks, Shopping Center Kitchen and Bathroom just Share with one professional young nice gentleman, so basically including you only two people share full level .
-First and last is must
-Suitable for a student or a working person who likes clean and quiet
- Parking spot is available if needed
No pet
It can start from now or April 1st",5 visits,KKijiji User,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/a-big-upper-level-private-room-for-a-student-or-man-has-a-job/1687818217
LOOKING FOR A FEMALE ROOMATE MARCH 15,,"East York, ON M4K 2G9","March 10, 2024 4:05 PM",,,,,,"Looking for a female roommate. ,furnished on a small apartment , first floor , 7 min from Broadview station and Pape Station , looking for international student, included Wi-Fi and utilities . It`s doesn't include laundry , but the building has a laundry room Close to shops, restaurants and coffee shops.
Looking for someone responsible , clean , and positive person .",5 visits,KKijiji User,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/looking-for-a-female-roomate-march-15/1687818166
Luxurious Walkout Basement Suite Yonge and Finch (10 min walk),"$1,300All Utilities Included","North York, ON M2M 1B5","March 10, 2024 4:04 PM",Basement,4,2,"Hydro, Heat, Water",Internet,https://forms.gle/tFqoM5X44dGLwrTk7,24 visits,KKijiji User,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/luxurious-walkout-basement-suite-yonge-and-finch-10-min-walk/1687818081
1 Bedroom Apartment for Rent - 106 Parkway Forest Drive,"$2,475Some Utilities Included","106 Parkway Forest Drive, Toronto, ON, M2J 0C3","March 10, 2024 4:04 PM",Apartment,1,1,"Hydro, Heat, Water",Not Included,"Experience the carefree lifestyle that Beech Grove Suites has to offer. With large, modern 1, 2 & 3 bedroom suites, you have the option of choosing any type of lifestyle you like! Suites include 4 stainless steel appliances, in-suite laundry, window coverings, dual sinks, upgraded fixtures, colonial doors (select suites only), hardwood laminate flooring, large glass balconies, and more! Amenities include an exercise facility, a common room, and underground parking.",,KKijiji User,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1-bedroom-apartment-for-rent-106-parkway-forest-drive/1686761912
2+1 Bedroom Basement Apartment For Rent,"$2,300All Utilities Included","Etobicoke, Toronto, Etobicoke, ON M9W","March 10, 2024 4:04 PM",Basement,2 + Den,1,"Hydro, Heat, Water",Not Included,"- Etobicoke North Prime location at Islington/Rexdale
- Large, bright (9 windows), spacious and very clean
- Recently renovated,
- Brand new kitchen and Washroom
- Kitchen + den and many closets
- Separate Entrance
- Steps to all amenities: Costco, Walmart, Canadian Tire, Shopping Mall and more
- 5 minute walk to TTC
- One Bus to Islington Subway station
- Quiet and safe neighborhood
- Near parks
- Near schools
- No pets
- No smoking
- Parking space available
- Minimum one year lease required
- The above rent is good for 2 people
- Maximum occupants are 3 people and there is an additional charge of $300 for 3rd
- It is available until the ad is up
Serious inquiries please must leave your name and phone number in order to be replied.",21 visits,KKijiji User,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/2-1-bedroom-basement-apartment-for-rent/1687818051
One bed one bath available for single female,"$1,200Some Utilities Included","Toronto, ON M1R 0B6","March 10, 2024 4:04 PM",Condo,1,1,"Hydro, Heat, Water",Internet,1 Private Room with private washroom AVAILABLE,21 visits,KKijiji User,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/one-bed-one-bath-available-for-single-female/1687818031
Bachelor Apartment for Rent - 50 Rosehill Avenue,"$1,995Some Utilities Included","50 Rosehill Avenue, Toronto, ON, M4T 1G6","March 10, 2024 4:03 PM",Apartment,Bachelor/Studio,1,"Hydro, Heat, Water",Not Included,$500 Off Your First 3 Months!,,KKijiji User,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/bachelor-apartment-for-rent-50-rosehill-avenue/1687286476
1 Bedroom Apartment for Rent - 50 Rosehill Avenue,"$2,550Some Utilities Included","50 Rosehill Avenue, Toronto, ON, M4T 1G6","March 10, 2024 4:03 PM",Apartment,1,1,"Hydro, Heat, Water",Not Included,$500 Off Your First 3 Months!,,KKijiji User,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1-bedroom-apartment-for-rent-50-rosehill-avenue/1687441591
Wellesley Apartments - 1 Bdrm available at 100 Wellesley Street,"$2,285Some Utilities Included","100 Wellesley Street East, Toronto, ON, M4Y 1H5","March 10, 2024 10:13 PM",Apartment,1,1,"Hydro, Heat, Water",Not Included,No Last Month's Rent Deposit,,KKijiji User,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/wellesley-apartments-1-bdrm-available-at-100-wellesley-street/1663969694
SINGLE BEDROOM FOR RENT IN SHARED STUDENT DOWNTOWN APARTMENTS,,"Toronto, ON M4Y 2G6","March 1, 2024 12:17 PM",,,,,,"Single rooms for rent in shared student apartments, classic Victorian style house in the heart of downtown Toronto (Jarvis & Carlton)
Rental price: range from $ 950 to 1,200
HIGHLIGHTS
Newly renovated shared apartments featuring
- Modern hardwood flooring, high ceiling and tall
windows in bedrooms
- Spacious common areas with unique sky light
feature
- Classic exposed red brick wall and fireplaces
- Price inclusive of utilities (hydro, heating, water
and Wi-Fi )","8,998 visits",KKijiji User,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/single-bedroom-for-rent-in-shared-student-downtown-apartments/1677066545
Cozy room for rent,,"Florence Ave, Toronto, M2N 1G4","March 10, 2024 6:00 AM",,,,,,"Dear Friend,
Thank you for reaching out to inquire about the rooms for rent in North York, Ontario! We appreciate your interest, and I'd be more than happy to provide you with further information.",272 visits,KKijiji User,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/cozy-room-for-rent/1687422121
"renovated two bedroom, queen and victoria park - ID 3192","$2,600Some Utilities Included","3008 Queen Street East, Toronto, ON, M1N 1A4","February 21, 2024 7:42 PM",Apartment,2,1,"Hydro, Heat, Water",Not Included,,,KKijiji User,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/renovated-two-bedroom-queen-and-victoria-park-id-3192/1686025060
Private rooms-shared kitchen/washrooms,,"Scarborough, ON M1K 3S5","March 10, 2024 3:45 PM",,,,,,"We have affordable, fully furnished private rooms available for rent starting from just $630 per month. This includes all utilities such as water, electricity, and Wi-Fi – no hidden costs!",161 visits,KKijiji User,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/private-rooms-shared-kitchen-washrooms/1687721378
Forest Hill Residences - 3 Bedroom Apartment for Rent,"$3,600Some Utilities Included","780 Eglinton Avenue West, Toronto, ON, M5N 1E9","March 8, 2024 5:48 AM",Apartment,3,2,"Hydro, Heat, Water",Not Included,Utilities Included,,KKijiji User,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/forest-hill-residences-3-bedroom-apartment-for-rent/1685349262
2 Bedroom Apartment for Rent - 50 Rosehill Avenue,"$3,025Some Utilities Included","50 Rosehill Avenue, Toronto, ON, M4T 1G6","March 10, 2024 4:03 PM",Apartment,2,1.5,"Hydro, Heat, Water",Not Included,$500 Off Your First 3 Months!,,KKijiji User,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/2-bedroom-apartment-for-rent-50-rosehill-avenue/1687648031
